,user_id,friend_id
146,492120356,186745005
147,492120356,347591349
148,492120356,-1
149,478439305,70135098
150,478439305,153536981
151,478439305,166403585
152,478439305,171339270
153,478439305,171976768
154,478439305,173101640
155,478439305,176406257
156,478439305,176857798
157,478439305,181467338
158,478439305,195002299
159,478439305,229823366
160,478439305,250528900
161,478439305,250993655
162,478439305,256452567
163,478439305,280099196
164,478439305,312877118
165,478439305,319560548
166,478439305,352604790
167,478439305,353018838
168,478439305,474504251
169,478439305,533328536
170,478439305,551456880
171,478439305,-1
172,474504251,70135098
173,474504251,89207565
174,474504251,123299825
175,474504251,128157570
176,474504251,166403585
177,474504251,171976768
178,474504251,176406257
179,474504251,182593775
180,474504251,185589349
181,474504251,188326771
182,474504251,189211074
183,474504251,197757852
184,474504251,229823366
185,474504251,240268685
186,474504251,244785125
187,474504251,250528900
188,474504251,280099196
189,474504251,297819350
190,474504251,302002091
191,474504251,319560548
192,474504251,347591349
193,474504251,353018838
194,474504251,478439305
195,474504251,533328536
196,474504251,-1
197,464716973,194644130
198,464716973,228964083
199,464716973,251306106
200,464716973,285129439
201,464716973,333737578
202,464716973,385873242
203,464716973,388363579
204,464716973,448703435
205,464716973,-1
206,448703435,157624335
207,448703435,188326771
208,448703435,251306106
209,448703435,333737578
210,448703435,464716973
211,448703435,-1
212,448352092,6590761
213,448352092,33617599
214,448352092,112427049
215,448352092,128157570
216,448352092,134652145
217,448352092,153536981
218,448352092,160231584
219,448352092,163963190
220,448352092,188326771
221,448352092,191806598
222,448352092,233699413
223,448352092,234828099
224,448352092,240268685
225,448352092,256456912
226,448352092,260291971
227,448352092,268038919
228,448352092,268723981
229,448352092,277766205
230,448352092,278169612
231,448352092,279357012
232,448352092,283933392
233,448352092,310006293
234,448352092,385873242
235,448352092,436623521
236,448352092,565196802
237,448352092,-1
238,444882501,134996441
239,444882501,181467338
240,444882501,189211074
241,444882501,256452567
242,444882501,267361754
243,444882501,326171051
244,444882501,338613323
245,444882501,352604790
246,444882501,356629909
247,444882501,-1
248,440017435,33617599
249,440017435,45470614
250,440017435,81270416
251,440017435,139223819
252,440017435,140339960
253,440017435,147734326
254,440017435,172538246
255,440017435,188326771
256,440017435,212778521
257,440017435,338127393
258,440017435,436623521
259,440017435,-1
260,436542110,142490164
261,436542110,227414664
262,436542110,279357012
263,436542110,294875956
264,436542110,413795938
265,436542110,-1
266,434754474,134652145
267,434754474,142490164
268,434754474,147428796
269,434754474,162076643
270,434754474,180642394
271,434754474,185217717
272,434754474,188583623
273,434754474,233699413
274,434754474,256456912
275,434754474,335247861
276,434754474,-1
277,413688283,118788569
278,413688283,140878173
279,413688283,147428796
280,413688283,150065558
281,413688283,164330322
282,413688283,188583623
283,413688283,285402381
284,413688283,338127393
285,413688283,556093677
286,413688283,-1
287,388363579,6590761
288,388363579,101419941
289,388363579,128157570
290,388363579,165224150
291,388363579,188326771
292,388363579,229823366
293,388363579,233699413
294,388363579,240268685
295,388363579,250528900
296,388363579,256452567
297,388363579,256456912
298,388363579,267361754
299,388363579,268723981
300,388363579,279357012
301,388363579,292532222
302,388363579,333737578
303,388363579,338613323
304,388363579,353018838
305,388363579,385873242
306,388363579,464716973
307,388363579,533328536
308,388363579,538135084
309,388363579,-1
310,383788148,61749631
311,383788148,123299825
312,383788148,128157570
313,383788148,160928325
314,383788148,188326771
315,383788148,194644130
316,383788148,195002299
317,383788148,228964083
318,383788148,533328536
319,383788148,538135084
320,383788148,-1
321,363902992,181467338
322,363902992,188326771
323,363902992,203933607
324,363902992,228964083
325,363902992,241170692
326,363902992,538135084
327,363902992,-1
328,356909084,-1
329,353018838,61749631
330,353018838,70135098
331,353018838,96700225
332,353018838,101311718
333,353018838,101419941
334,353018838,115908655
335,353018838,128157570
336,353018838,162076643
337,353018838,165224150
338,353018838,166403585
339,353018838,171339270
340,353018838,171976768
341,353018838,180642394
342,353018838,185589349
343,353018838,188326771
344,353018838,194644130
345,353018838,195095778
346,353018838,197757852
347,353018838,227414664
348,353018838,229823366
349,353018838,235965094
350,353018838,250528900
351,353018838,256452567
352,353018838,256456912
353,353018838,269964001
354,353018838,272471861
355,353018838,279357012
356,353018838,297819350
357,353018838,302002091
358,353018838,319560548
359,353018838,324205413
360,353018838,352604790
361,353018838,388363579
362,353018838,474504251
363,353018838,478439305
364,353018838,538135084
365,353018838,-1
366,338613323,123299825
367,338613323,134996441
368,338613323,154685289
369,338613323,173101640
370,338613323,173845815
371,338613323,181467338
372,338613323,189211074
373,338613323,197757852
374,338613323,203933607
375,338613323,250993655
376,338613323,256452567
377,338613323,267361754
378,338613323,312877118
379,338613323,316817115
380,338613323,326171051
381,338613323,356629909
382,338613323,388363579
383,338613323,444882501
384,338613323,551456880
385,338613323,-1
386,335247861,57615009
387,335247861,115908655
388,335247861,123299825
389,335247861,130883582
390,335247861,134652145
391,335247861,139949807
392,335247861,142490164
393,335247861,154685289
394,335247861,184173847
395,335247861,184788265
396,335247861,188326771
397,335247861,188583623
398,335247861,220552930
399,335247861,233699413
400,335247861,245099122
401,335247861,316849829
402,335247861,352604790
403,335247861,434754474
404,335247861,534677111
405,335247861,-1
406,333737578,159194715
407,333737578,188326771
408,333737578,194644130
409,333737578,223950560
410,333737578,251306106
411,333737578,260291971
412,333737578,268723981
413,333737578,272471861
414,333737578,277766205
415,333737578,281521800
416,333737578,285129439
417,333737578,319376984
418,333737578,388363579
419,333737578,448703435
420,333737578,464716973
421,333737578,-1
422,326171051,181467338
423,326171051,220552930
424,326171051,256452567
425,326171051,267361754
426,326171051,338613323
427,326171051,356629909
428,326171051,444882501
429,326171051,-1
430,324648624,61749631
431,324648624,115908655
432,324648624,134652145
433,324648624,139223819
434,324648624,159240817
435,324648624,162076643
436,324648624,166129427
437,324648624,166403585
438,324648624,180642394
439,324648624,200229688
440,324648624,256456912
441,324648624,305146420
442,324648624,316849829
443,324648624,324205413
444,324648624,347591349
445,324648624,611112560
446,324648624,-1
447,324205413,35819561
448,324205413,97437385
449,324205413,108124819
450,324205413,128157570
451,324205413,142834757
452,324205413,153536981
453,324205413,159240817
454,324205413,165856886
455,324205413,166403585
456,324205413,171339270
457,324205413,180642394
458,324205413,185079583
459,324205413,186745005
460,324205413,188326771
461,324205413,197757852
462,324205413,229823366
463,324205413,250528900
464,324205413,256452567
465,324205413,256456912
466,324205413,280484322
467,324205413,324648624
468,324205413,347591349
469,324205413,353018838
470,324205413,385873242
471,324205413,436623521
472,324205413,611112560
473,324205413,-1
474,320225211,61749631
475,320225211,123299825
476,320225211,142834757
477,320225211,164284938
478,320225211,171339270
479,320225211,182979777
480,320225211,188326771
481,320225211,188583623
482,320225211,191806598
483,320225211,212778521
484,320225211,232132541
485,320225211,294875956
486,320225211,518319917
487,320225211,-1
488,319560548,70135098
489,319560548,101311718
490,319560548,119513198
491,319560548,142834757
492,319560548,166403585
493,319560548,182593775
494,319560548,185589349
495,319560548,189211074
496,319560548,197757852
497,319560548,203933607
498,319560548,220552930
499,319560548,229823366
500,319560548,250528900
501,319560548,250993655
502,319560548,262551790
503,319560548,280099196
504,319560548,347591349
505,319560548,352604790
506,319560548,353018838
507,319560548,474504251
508,319560548,478439305
509,319560548,551456880
510,319560548,-1
511,319376984,272471861
512,319376984,277766205
513,319376984,285129439
514,319376984,333737578
515,319376984,-1
516,318488939,61749631
517,318488939,89207565
518,318488939,101419941
519,318488939,114900836
520,318488939,139246576
521,318488939,182979777
522,318488939,188326771
523,318488939,188583623
524,318488939,212778521
525,318488939,385873242
526,318488939,556093677
527,318488939,-1
528,316849829,115908655
529,316849829,119513198
530,316849829,134652145
531,316849829,142490164
532,316849829,147428796
533,316849829,186745005
534,316849829,188326771
535,316849829,188583623
536,316849829,191806598
537,316849829,219183712
538,316849829,220552930
539,316849829,227414664
540,316849829,232132541
541,316849829,256456912
542,316849829,279357012
543,316849829,305146420
544,316849829,324648624
545,316849829,335247861
546,316849829,436623521
547,316849829,-1
548,316817115,96700225
549,316817115,128157570
550,316817115,142834757
551,316817115,166403585
552,316817115,171976768
553,316817115,176406257
554,316817115,176857798
555,316817115,180642394
556,316817115,185589349
557,316817115,197757852
558,316817115,220552930
559,316817115,229823366
560,316817115,233066824
561,316817115,250528900
562,316817115,250993655
563,316817115,256452567
564,316817115,256456912
565,316817115,272471861
566,316817115,338613323
567,316817115,352604790
568,316817115,385873242
569,316817115,538135084
570,316817115,-1
571,312877118,61749631
572,312877118,123299825
573,312877118,160928325
574,312877118,172538246
575,312877118,181467338
576,312877118,188326771
577,312877118,194644130
578,312877118,195002299
579,312877118,203933607
580,312877118,220552930
581,312877118,229823366
582,312877118,244785125
583,312877118,256452567
584,312877118,256456912
585,312877118,302002091
586,312877118,338613323
587,312877118,352604790
588,312877118,383788148
589,312877118,478439305
590,312877118,533328536
591,312877118,551456880
592,312877118,-1
593,310006293,256456912
594,310006293,302002091
595,310006293,385873242
596,310006293,448352092
597,310006293,-1
598,305146420,33252023
599,305146420,40947572
600,305146420,68937097
601,305146420,101116801
602,305146420,115908655
603,305146420,128157570
604,305146420,139949807
605,305146420,147428796
606,305146420,159240817
607,305146420,162076643
608,305146420,166129427
609,305146420,171468308
610,305146420,186745005
611,305146420,190829693
612,305146420,191806598
613,305146420,195095778
614,305146420,207779346
615,305146420,220552930
616,305146420,256456912
617,305146420,267361754
618,305146420,281521800
619,305146420,294875956
620,305146420,302002091
621,305146420,316849829
622,305146420,324648624
623,305146420,611112560
624,305146420,-1
625,302002091,188326771
626,302002091,227414664
627,302002091,229823366
628,302002091,233066824
629,302002091,250528900
630,302002091,263487151
631,302002091,278169612
632,302002091,280099196
633,302002091,281521800
634,302002091,305146420
635,302002091,310006293
636,302002091,312877118
637,302002091,347868725
638,302002091,353018838
639,302002091,474504251
640,302002091,-1
641,298416912,61749631
642,298416912,89207565
643,298416912,112427049
644,298416912,154666688
645,298416912,188326771
646,298416912,188583623
647,298416912,191806598
648,298416912,203933607
649,298416912,212778521
650,298416912,218141655
651,298416912,385873242
652,298416912,-1
653,297819350,89207565
654,297819350,166403585
655,297819350,176406257
656,297819350,185589349
657,297819350,189211074
658,297819350,197757852
659,297819350,229823366
660,297819350,280099196
661,297819350,347591349
662,297819350,353018838
663,297819350,385873242
664,297819350,474504251
665,297819350,-1
666,294875956,132185647
667,294875956,159240817
668,294875956,162076643
669,294875956,185217717
670,294875956,191806598
671,294875956,286303182
672,294875956,305146420
673,294875956,320225211
674,294875956,436542110
675,294875956,-1
676,292532222,97437385
677,292532222,207779346
678,292532222,388363579
679,292532222,-1
680,292286748,34329710
681,292286748,96700225
682,292286748,101116801
683,292286748,132185647
684,292286748,143468727
685,292286748,144413954
686,292286748,147428796
687,292286748,151979704
688,292286748,164330322
689,292286748,185589349
690,292286748,203933607
691,292286748,258192081
692,292286748,385873242
693,292286748,-1
694,286303182,159240817
695,286303182,165224150
696,286303182,190829693
697,286303182,191806598
698,286303182,294875956
699,286303182,-1
700,285402381,33252023
701,285402381,58699146
702,285402381,96700225
703,285402381,97437385
704,285402381,115908655
705,285402381,120505947
706,285402381,121883188
707,285402381,128157570
708,285402381,142834757
709,285402381,147428796
710,285402381,165446632
711,285402381,172598081
712,285402381,207779346
713,285402381,218141655
714,285402381,385873242
715,285402381,413688283
716,285402381,-1
717,285129439,61749631
718,285129439,194644130
719,285129439,220552930
720,285129439,223950560
721,285129439,251306106
722,285129439,272471861
723,285129439,277766205
724,285129439,279357012
725,285129439,319376984
726,285129439,333737578
727,285129439,464716973
728,285129439,533328536
729,285129439,551456880
730,285129439,-1
731,283933392,6590761
732,283933392,27266012
733,283933392,61749631
734,283933392,112427049
735,283933392,147428796
736,283933392,246513480
737,283933392,385873242
738,283933392,448352092
739,283933392,-1
740,281521800,166403585
741,281521800,176406257
742,281521800,176857798
743,281521800,188326771
744,281521800,189211074
745,281521800,192501766
746,281521800,228964083
747,281521800,233066824
748,281521800,251306106
749,281521800,260291971
750,281521800,278169612
751,281521800,280099196
752,281521800,302002091
753,281521800,305146420
754,281521800,333737578
755,281521800,352604790
756,281521800,436623521
757,281521800,-1
758,280484322,108124819
759,280484322,134652145
760,280484322,153536981
761,280484322,162076643
762,280484322,165224150
763,280484322,165856886
764,280484322,166403585
765,280484322,173101640
766,280484322,180642394
767,280484322,185217717
768,280484322,186745005
769,280484322,256456912
770,280484322,263487151
771,280484322,279357012
772,280484322,324205413
773,280484322,347591349
774,280484322,611112560
775,280484322,-1
776,280099196,70135098
777,280099196,142834757
778,280099196,160305164
779,280099196,176857798
780,280099196,182593775
781,280099196,185589349
782,280099196,189211074
783,280099196,192501766
784,280099196,195002299
785,280099196,197757852
786,280099196,229823366
787,280099196,251306106
788,280099196,272471861
789,280099196,281521800
790,280099196,297819350
791,280099196,302002091
792,280099196,319560548
793,280099196,352604790
794,280099196,356629909
795,280099196,474504251
796,280099196,478439305
797,280099196,533328536
798,280099196,611112560
799,280099196,-1
800,279357012,6590761
801,279357012,33617599
802,279357012,35819561
803,279357012,61749631
804,279357012,112427049
805,279357012,115908655
806,279357012,123299825
807,279357012,128157570
808,279357012,130883582
809,279357012,134652145
810,279357012,140339960
811,279357012,142834757
812,279357012,152953803
813,279357012,153536981
814,279357012,154666688
815,279357012,159240817
816,279357012,160231584
817,279357012,162076643
818,279357012,165224150
819,279357012,165856886
820,279357012,166403585
821,279357012,171339270
822,279357012,178601836
823,279357012,181060648
824,279357012,181468087
825,279357012,183994602
826,279357012,185217717
827,279357012,188326771
828,279357012,188583623
829,279357012,197757852
830,279357012,202613081
831,279357012,215257477
832,279357012,220552930
833,279357012,223950560
834,279357012,227414664
835,279357012,233699413
836,279357012,234828099
837,279357012,240268685
838,279357012,250528900
839,279357012,256456912
840,279357012,263487151
841,279357012,268038919
842,279357012,268723981
843,279357012,272471861
844,279357012,277766205
845,279357012,280484322
846,279357012,285129439
847,279357012,309118991
848,279357012,316849829
849,279357012,338127393
850,279357012,352604790
851,279357012,353018838
852,279357012,356629909
853,279357012,385873242
854,279357012,388363579
855,279357012,396860533
856,279357012,436542110
857,279357012,448352092
858,279357012,518319917
859,279357012,565196802
860,279357012,611112560
861,279357012,-1
862,278169612,229823366
863,278169612,281521800
864,278169612,302002091
865,278169612,347868725
866,278169612,385873242
867,278169612,448352092
868,278169612,-1
869,277766205,61749631
870,277766205,112427049
871,277766205,159194715
872,277766205,192349435
873,277766205,194644130
874,277766205,220552930
875,277766205,223950560
876,277766205,228964083
877,277766205,251306106
878,277766205,260291971
879,277766205,272471861
880,277766205,279357012
881,277766205,285129439
882,277766205,319376984
883,277766205,333737578
884,277766205,385873242
885,277766205,448352092
886,277766205,-1
887,276347658,123299825
888,276347658,219183712
889,276347658,244785125
890,276347658,533328536
891,276347658,551456880
892,276347658,-1
893,272471861,35819561
894,272471861,61749631
895,272471861,70135098
896,272471861,115908655
897,272471861,142834757
898,272471861,160928325
899,272471861,166403585
900,272471861,176406257
901,272471861,180642394
902,272471861,194644130
903,272471861,197757852
904,272471861,203933607
905,272471861,220552930
906,272471861,227414664
907,272471861,228964083
908,272471861,229823366
909,272471861,250528900
910,272471861,251306106
911,272471861,256456912
912,272471861,262551790
913,272471861,277766205
914,272471861,279357012
915,272471861,280099196
916,272471861,285129439
917,272471861,309118991
918,272471861,316817115
919,272471861,319376984
920,272471861,333737578
921,272471861,353018838
922,272471861,538135084
923,272471861,551456880
924,272471861,-1
925,272080635,90168448
926,272080635,123299825
927,272080635,139223819
928,272080635,152363280
929,272080635,152991110
930,272080635,171339270
931,272080635,172538246
932,272080635,206295979
933,272080635,220552930
934,272080635,413795938
935,272080635,436623521
936,272080635,-1
937,269964001,96700225
938,269964001,128157570
939,269964001,147428796
940,269964001,171339270
941,269964001,180642394
942,269964001,188326771
943,269964001,189211074
944,269964001,203933607
945,269964001,229823366
946,269964001,250528900
947,269964001,256452567
948,269964001,353018838
949,269964001,533328536
950,269964001,551456880
951,269964001,-1
952,268038919,6590761
953,268038919,61749631
954,268038919,89207565
955,268038919,115908655
956,268038919,123299825
957,268038919,153536981
958,268038919,159240817
959,268038919,195095778
960,268038919,196853198
961,268038919,234828099
962,268038919,256456912
963,268038919,267417325
964,268038919,268723981
965,268038919,279357012
966,268038919,385873242
967,268038919,448352092
968,268038919,565196802
969,268038919,-1
970,267417325,103338254
971,267417325,119513198
972,267417325,122078364
973,267417325,159240817
974,267417325,164284938
975,267417325,181060648
976,267417325,196853198
977,267417325,268038919
978,267417325,-1
979,267361754,128157570
980,267361754,159240817
981,267361754,162076643
982,267361754,195095778
983,267361754,220552930
984,267361754,227414664
985,267361754,232132541
986,267361754,256452567
987,267361754,256456912
988,267361754,305146420
989,267361754,309118991
990,267361754,326171051
991,267361754,338613323
992,267361754,388363579
993,267361754,444882501
994,267361754,518319917
995,267361754,538135084
996,267361754,611112560
997,267361754,-1
998,263487151,130883582
999,263487151,134652145
1000,263487151,188583623
1001,263487151,279357012
1002,263487151,280484322
1003,263487151,302002091
1004,263487151,-1
1005,262551790,101311718
1006,262551790,173845815
1007,262551790,229823366
1008,262551790,272471861
1009,262551790,319560548
1010,262551790,538135084
1011,262551790,-1
1012,260291971,128157570
1013,260291971,159194715
1014,260291971,166129427
1015,260291971,181468087
1016,260291971,188326771
1017,260291971,189211074
1018,260291971,220552930
1019,260291971,227414664
1020,260291971,228964083
1021,260291971,256452567
1022,260291971,277766205
1023,260291971,281521800
1024,260291971,333737578
1025,260291971,385873242
1026,260291971,448352092
1027,260291971,-1
1028,258192081,97437385
1029,258192081,165446632
1030,258192081,207779346
1031,258192081,292286748
1032,258192081,-1
1033,258020114,45470614
1034,258020114,92081566
1035,258020114,101419941
1036,258020114,122078364
1037,258020114,123299825
1038,258020114,147428796
1039,258020114,154685289
1040,258020114,188326771
1041,258020114,215315845
1042,258020114,338127393
1043,258020114,413795938
1044,258020114,436623521
1045,258020114,-1
1046,256456912,6590761
1047,256456912,33252023
1048,256456912,33617599
1049,256456912,35819561
1050,256456912,61749631
1051,256456912,68937097
1052,256456912,70135098
1053,256456912,89207565
1054,256456912,96700225
1055,256456912,101116801
1056,256456912,108124819
1057,256456912,115908655
1058,256456912,128157570
1059,256456912,134652145
1060,256456912,139949807
1061,256456912,142490164
1062,256456912,142834757
1063,256456912,145737922
1064,256456912,150065558
1065,256456912,153536981
1066,256456912,154666688
1067,256456912,159194715
1068,256456912,159240817
1069,256456912,159367585
1070,256456912,160231584
1071,256456912,162076643
1072,256456912,163963190
1073,256456912,165224150
1074,256456912,166403585
1075,256456912,171339270
1076,256456912,171468308
1077,256456912,176406257
1078,256456912,178601836
1079,256456912,180642394
1080,256456912,185589349
1081,256456912,186745005
1082,256456912,188326771
1083,256456912,188583623
1084,256456912,194644130
1085,256456912,195095778
1086,256456912,197757852
1087,256456912,220552930
1088,256456912,227414664
1089,256456912,229823366
1090,256456912,233699413
1091,256456912,234828099
1092,256456912,240268685
1093,256456912,250528900
1094,256456912,256452567
1095,256456912,267361754
1096,256456912,268038919
1097,256456912,268723981
1098,256456912,272471861
1099,256456912,279357012
1100,256456912,280484322
1101,256456912,305146420
1102,256456912,310006293
1103,256456912,312877118
1104,256456912,316817115
1105,256456912,316849829
1106,256456912,324205413
1107,256456912,324648624
1108,256456912,347591349
1109,256456912,353018838
1110,256456912,385873242
1111,256456912,388363579
1112,256456912,434754474
1113,256456912,436623521
1114,256456912,448352092
1115,256456912,533328536
1116,256456912,551456880
1117,256456912,565196802
1118,256456912,611112560
1119,256456912,-1
1120,256452567,35819561
1121,256452567,70135098
1122,256452567,134996441
1123,256452567,153536981
1124,256452567,159194715
1125,256452567,166129427
1126,256452567,166403585
1127,256452567,173101640
1128,256452567,176406257
1129,256452567,180642394
1130,256452567,181467338
1131,256452567,181468087
1132,256452567,185589349
1133,256452567,188326771
1134,256452567,194644130
1135,256452567,197757852
1136,256452567,220552930
1137,256452567,227414664
1138,256452567,229823366
1139,256452567,235965094
1140,256452567,240268685
1141,256452567,250528900
1142,256452567,256456912
1143,256452567,260291971
1144,256452567,267361754
1145,256452567,269964001
1146,256452567,312877118
1147,256452567,316817115
1148,256452567,324205413
1149,256452567,326171051
1150,256452567,338613323
1151,256452567,352604790
1152,256452567,353018838
1153,256452567,356629909
1154,256452567,388363579
1155,256452567,444882501
1156,256452567,478439305
1157,256452567,551456880
1158,256452567,-1
1159,251773058,147428796
1160,251773058,153536981
1161,251773058,185217717
1162,251773058,215257477
1163,251773058,232132541
1164,251773058,396294298
1165,251773058,518319917
1166,251773058,-1
1167,251306106,157624335
1168,251306106,182593775
1169,251306106,189211074
1170,251306106,233066824
1171,251306106,244785125
1172,251306106,272471861
1173,251306106,277766205
1174,251306106,280099196
1175,251306106,281521800
1176,251306106,285129439
1177,251306106,333737578
1178,251306106,352604790
1179,251306106,448703435
1180,251306106,464716973
1181,251306106,551456880
1182,251306106,-1
1183,250993655,70135098
1184,250993655,142834757
1185,250993655,171976768
1186,250993655,176406257
1187,250993655,176857798
1188,250993655,250528900
1189,250993655,316817115
1190,250993655,319560548
1191,250993655,338613323
1192,250993655,352604790
1193,250993655,478439305
1194,250993655,-1
1195,250528900,35819561
1196,250528900,61749631
1197,250528900,70135098
1198,250528900,153536981
1199,250528900,166403585
1200,250528900,176406257
1201,250528900,180642394
1202,250528900,181467338
1203,250528900,181468087
1204,250528900,185589349
1205,250528900,186745005
1206,250528900,189211074
1207,250528900,194644130
1208,250528900,197757852
1209,250528900,220552930
1210,250528900,227414664
1211,250528900,229823366
1212,250528900,233066824
1213,250528900,235965094
1214,250528900,240268685
1215,250528900,250993655
1216,250528900,256452567
1217,250528900,256456912
1218,250528900,269964001
1219,250528900,272471861
1220,250528900,279357012
1221,250528900,302002091
1222,250528900,316817115
1223,250528900,319560548
1224,250528900,324205413
1225,250528900,352604790
1226,250528900,353018838
1227,250528900,388363579
1228,250528900,474504251
1229,250528900,478439305
1230,250528900,538135084
1231,250528900,551456880
1232,250528900,577154121
1233,250528900,-1
1234,246513480,6590761
1235,246513480,61749631
1236,246513480,89207565
1237,246513480,112427049
1238,246513480,120664480
1239,246513480,154666688
1240,246513480,173466483
1241,246513480,188583623
1242,246513480,233699413
1243,246513480,283933392
1244,246513480,385873242
1245,246513480,-1
1246,245099122,81270416
1247,245099122,97437385
1248,245099122,115908655
1249,245099122,142490164
1250,245099122,154685289
1251,245099122,169963622
1252,245099122,188583623
1253,245099122,220552930
1254,245099122,335247861
1255,245099122,534677111
1256,245099122,-1
1257,244785125,70135098
1258,244785125,123299825
1259,244785125,182593775
1260,244785125,251306106
1261,244785125,276347658
1262,244785125,312877118
1263,244785125,474504251
1264,244785125,533328536
1265,244785125,551456880
1266,244785125,-1
1267,242205073,27266012
1268,242205073,33252023
1269,242205073,35819561
1270,242205073,40947572
1271,242205073,63671133
1272,242205073,64517206
1273,242205073,68937097
1274,242205073,101419941
1275,242205073,115908655
1276,242205073,119513198
1277,242205073,123299825
1278,242205073,128157570
1279,242205073,136006921
1280,242205073,138036186
1281,242205073,139223819
1282,242205073,140339960
1283,242205073,147428796
1284,242205073,147734326
1285,242205073,164330322
1286,242205073,172538246
1287,242205073,181060648
1288,242205073,184173847
1289,242205073,188326771
1290,242205073,309118991
1291,242205073,385873242
1292,242205073,413795938
1293,242205073,436623521
1294,242205073,446466168
1295,242205073,565196802
1296,242205073,-1
1297,241170692,13321376
1298,241170692,96700225
1299,241170692,128157570
1300,241170692,132870687
1301,241170692,182593775
1302,241170692,203933607
1303,241170692,235965094
1304,241170692,363902992
1305,241170692,538135084
1306,241170692,-1
1307,240268685,61749631
1308,240268685,176857798
1309,240268685,250528900
1310,240268685,256452567
1311,240268685,256456912
1312,240268685,279357012
1313,240268685,385873242
1314,240268685,388363579
1315,240268685,448352092
1316,240268685,474504251
1317,240268685,-1
1318,235965094,35819561
1319,235965094,96700225
1320,235965094,128157570
1321,235965094,159240817
1322,235965094,162076643
1323,235965094,188326771
1324,235965094,241170692
1325,235965094,250528900
1326,235965094,256452567
1327,235965094,353018838
1328,235965094,577154121
1329,235965094,-1
1330,233699413,6590761
1331,233699413,33617599
1332,233699413,61749631
1333,233699413,112427049
1334,233699413,123299825
1335,233699413,128157570
1336,233699413,130883582
1337,233699413,134652145
1338,233699413,140339960
1339,233699413,142490164
1340,233699413,147428796
1341,233699413,153536981
1342,233699413,160231584
1343,233699413,162076643
1344,233699413,165224150
1345,233699413,178601836
1346,233699413,188326771
1347,233699413,188583623
1348,233699413,190829693
1349,233699413,191806598
1350,233699413,232132541
1351,233699413,234828099
1352,233699413,246513480
1353,233699413,256456912
1354,233699413,268723981
1355,233699413,279357012
1356,233699413,335247861
1357,233699413,338127393
1358,233699413,385873242
1359,233699413,388363579
1360,233699413,434754474
1361,233699413,436623521
1362,233699413,448352092
1363,233699413,518319917
1364,233699413,565196802
1365,233699413,-1
1366,233066824,112427049
1367,233066824,166403585
1368,233066824,180642394
